Category,Type,Cond_Price,IPTU_Price,Area,Bedrooms,Bathrooms,Garage,Property_Detail,Cond_Detail,Price,Zipcode,City,Neighboor,Address,Description
Apartamentos,Venda - apartamento padrão,R$ 1.500,R$ 0,144m²,3,2,2,Área de serviço,Salão de festas,R$ 380.000,60192260,Fortaleza,Cocó,Rua César Fonseca - de 271/272 ao fim,"Código do anúncio: DMV577

Apartamento á venda com área privativa 143 m², 3 quartos sendo 1 suíte, varanda, DCE, 2 vagas de garagem. Área de lazer com piscina, salão de festas, playground.

Excelente localização. Agende sua Visita!"
Apartamentos,Venda - apartamento padrão,R$ 305,R$ 0,70m²,3,2,2,"Churrasqueira, Piscina",Piscina,R$ 210.622,60766455,Fortaleza,Planalto Ayrton Senna,Rua Delmiro Junior,"Código do anúncio: AP0178

Apartamentos prontos! O condomínio é composto por 02 blocos com 4 pavimentos, com 16 aptos cada, perfazendo um total de 32 unidades, sendo 04 apartamentos por pavimento. O condomínio dispõe ainda de deck com piscina, dependência para zelador, depósito para materiais, guarita elevada, lixeira, central de gás, playground, área urbanizada, energia, água e gás individualizados.

Esse valor anunciado é promocional aproveita!

* Os valores e as informações contidas nesta página podem sofrer alterações sem prévio aviso. Portanto, orientamos que sempre sejam confirmadas com o nosso departamento comercial.* -"
Apartamentos,Venda - apartamento padrão,R$ 600,R$ 0,106m²,3,3,2,"Piscina, Academia, Ar condicionado, Mobiliado, Varanda, Churrasqueira","Piscina, Salão de festas, Elevador, Condomínio fechado, Permitido animais, Portaria, Academia",R$ 899.000,60055172,Fortaleza,Joaquim Távora,Avenida Visconde do Rio Branco - de 2799 a 3699 - lado ímpar,"Código do anúncio: JKDUETO

apartamento com 106m² de área privativa, 2 quartos sendo 2 suítes, gabinete, lavabo, sala ampliada com 3 ambientes, bar, varanda com cortinas de vidro e churrasqueira, 2 vagas de garagem, móveis projetados, apartamento mobiliado, PORTEIRA FECHADA,  planta modificada, piso porcelanato crema Marfil 1 x 1, sistema de climatização K7 Inverter, cozinha completa com linha Brastemb Gourmand,  revestimentos, Onix, Nanoglass e casa 7, móveis Galpão D e Desconexo Design.

Condomínio com área de lazer completa: piscina com raia, quadra poliesportiva, academia, salão de festas, salão de jogos, playground, deck com churrasqueira"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,150m²,4,5 ou mais,4,Varanda,Permitido animais,R$ 595.000,60834215,Fortaleza,Edson Queiroz,Rua Parsifal Barroso,"Código do anúncio: ca0035 casa solta sapiranga

O sobrado no bairro Edson Queiroz tem 150 metros quadrados com 4 quartos sendo 4 suites e 5 banheiros
Possui balcão externo espaçoso.

CASA DUPLEX - SOLTA: Bairro Sapiranga, Casa com 150m² de área construída, 4 suítes, 2 vagas de garagem = R$ 595 MIL

DARLAN MACÊDO - CRECI 4326 -  - V E N D E : 
Casa duplex - Solta, Bairro Sapiranga, cidade leste,  casa duplex  com 150m² de área construída, 4 quartos sendo 4 suítes,  lavabo, sala 2 ambientes, piso porcelanato, varanda, 2 vagas de garagem, quintal com chuveirão e churrasqueira, terreno com 6m x 30m = 180m², casa nova, rua com vigilante 24 horas.

Próximo avenida Edilson Brasil Soares, bairro Sapiranga.

Próximo a restaurantes, padarias, supermercados, shopping, escolas, ponto de ônibus, faculdades, hospitais. 
Aceita propostas com financiamento bancário, intermediamos a negociação direto com o proprietário. 
CA0035  FAVOR INFORMAR ESSE CÓDIGO 
DARLAN MACÊDO CRECI 4326  Compra e venda de imóveis, avaliação sem compromisso e consultoria jurídica imobiliária."
Apartamentos,Venda - apartamento padrão,R$ 385,R$ 0,65m²,3,2,2,"Varanda, Piscina, Área de serviço, Academia, Armários na cozinha, Armários embutidos","Condomínio fechado, Academia, Portaria, Piscina, Salão de festas, Permitido animais, Elevador",R$ 509.900,60176100,Fortaleza,Papicu,Rua José Rangel,"Código do anúncio: 8896... ver número

Excelente oportunidade de apartamento no condomínio Brooklin central Park.

Com móveis projetados 


Para mais informações ligue:   Thiara Barbosa CRECI 9506-F"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,138m²,3,5 ou mais,3,"Churrasqueira, Varanda",,R$ 1.181.000,60176104,Fortaleza,Papicu,Rua Cineasta Euselio Oliveira,"Código do anúncio: 1152

Localizado numa região de maior crescimento da capital, possui apartamentos de 138m², 3 quartos (suítes), varanda e 3 vagas de garagem.
Sua área de lazer é completa e será entregue equipada e decorada e conta com home cinema, fitness, salão de festas, piscina com raia, quadra, churrasqueira, entre outros.
O empreendimento faz parte do complexo Evolution Central Park, integrado do RioMar Fortaleza, em meio aos melhores bairros de Fortaleza e possui praça central com 10mil m² de área verde e equipamentos de lazer. Visite o apartamento decorado e descubra um novo conceito em moradia em Fortaleza. - Atualizado em:  -"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,558m²,5 ou mais,2,0,Varanda,,R$ 1.038.000,60135000,Fortaleza,Centro,Rua Rocha Lima - até 788/789,"Código do anúncio: 9603

CASAS DISPONÍVEIS À VENDA NO CENTRO DE FORTALEZA ( REF. 9603 )
  
03 casas conjugadas para fins residenciais ou comerciais, de 558 m², disponíveis para venda no Centro da cidade. Extraordinária oportunidade de investimento, próximas à escolas, Banco Central, Hospital Hapvida, Faculdade Ari de Sá, Farmácias, academias, postos de gasolina, supermercados e a muito mais!

As casas contam com sala de estar e jantar, cozinha, quartos grandes, 02 banheiros, varanda espaçosa, jardim, quintal e muito mais!

OBS: São 03 (três) casas conjugadas, casa principal com 5 quartos, casa mediana com 2 quartos e casa pequena com 1 quarto.

Valor de venda: R$ 1.038.000.00 (03 Casas)
 

   




                 

                As informações acima estão sujeitas a alterações, contacte um de nosso corretores e teremos imenso prazer em atendê-lo(a)!



-- Atualizado em:  :46"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,60m²,2,2,2,Academia,"Salão de festas, Elevador, Condomínio fechado, Portaria, Academia",R$ 525.000,60160110,Fortaleza,Meireles,Rua Ana Bilhar - até 1298/1299,"Código do anúncio: AP0010

More em uma localização apaixonante bem próximo da beira mar! 

Exclusividade de uma única torre, com 22 andares, 04 por andar com total de 88 unidades, 01 pilotis, 03 subsolos.  Apartamento com área  privativa  60m², 02 quartos, sendo 01 suíte, banheiro social, móveis projetados ( quartos, cozinha e banheiro ), 02 vagas de garagem. 

Área de lazer com salão de festas e academia. 

Valor R$ 525.000,00

Agende a sua visita!
Katharine Pontes"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,210m²,3,3,4,Piscina,Piscina,R$ 675.000,60410680,Fortaleza,Vila União,Rua Vicente Padilha,"Código do anúncio: CS - 422

Super bem localizada, entre as Avenidas Expedicionários e Luciano Carneiro, próximo ao conhecido e tradicional Restaurante Caravele. Rua tranquila, com ótimos acessos, bairro residencial e tradicional. Próximo aos bairros Parreão, Montese, Jardim América, etc..# IMÓVEL:- Terreno com área total de 478,80 m2> lado direito medindo 33 metros> lado esquerdo medindo 30,40 metros> frente (NASCENTE) medindo 12,40 metros> fundo medindo 19,30 metros- Com 210 m2 de área construída;- Recentemente reformada, com piso em porcelanato, reforma hidráulica e elétrica;- 03 quartos, sendo 01 suíte com closet(projetado) e 01 plena;- 01 banheiro social;- 02 amplas salas, sendo 01 de estar e 01 de jantar;- Cozinha tipo americana, com despensa, projetada;- Corredor lateral nas duas laterais, umas delas com uma ampla área de lazer;- Quintal;Obs. Parte do terreno possui uma casa anexo, podendo ser aproveitada como oficina/atelier, como outra casa independente ou até demolir para ampliar a área de lazer do imóvel. - Garagem para até 04 carros;- Varanda com vista para área de lazer do imóvel;- Jardim, ampla área aberta com uma excelente piscina;# INVESTIMENTO:- de R$ 760.000,00 por R$ 675.000,00- Imóvel registrado, com matrícula.- Quitado.LIGUE E AGENDE JÁ SUA VISITA!!!* Valores, condições e disponibilidade sujeitos à alteração sem prévio aviso.# CONTATO:Benício AndradeCorretor e Avaliador de imóveis(85)9.8898.0091 - whatsappCreci 10748 / Cnai 9660insta: benicioandradecorretor"
Apartamentos,Venda - apartamento padrão,R$ 485,R$ 134,75m²,3,3,2,"Churrasqueira, Piscina, Área de serviço, Academia","Elevador, Academia, Condomínio fechado, Segurança 24h, Piscina",R$ 645.000,60135040,Fortaleza,Joaquim Távora,Rua Padre Valdevino - até 1700 - lado par,"Código do anúncio: AP4992

- Porcelanato
- 02  vagas de garagem
- Lazer Clube
- 2 Salões de Festas climatizados
- 1 Salão Gourmet
- Pista de Cooper
- Sala Fitness
- Condomínio de baixo valor
- Água e Gás individualizados
- Financia -"
Apartamentos,Venda - apartamento padrão,R$ 1.500,,231m²,3,4,3,"Área de serviço, Armários embutidos, Armários na cozinha, Ar condicionado, Churrasqueira, Varanda, Academia, Piscina, Quarto de serviço","Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas",R$ 1.050.000,60192230,Fortaleza,Cocó,Rua Doutor Ribamar Lobo - de 101/102 ao fim,"REF: 376680

Apartamento Área Construída de 250 m² 316,10 de ´área total, elevador, 2 vagas paralelas, varandão, sala 3 ambientes, lavabo, 03 suítes (master com hidromassagem e 02 c/ closet ), cozinha ampla c/ despensa, área de serviço, dependência de empregada, 3 vagas de garagem,sendo que 01 é rotativa . tx condomínio 1.500
Próximo ao Padaria vovó Joana,concessionaria renault,Concessionaria Fiat,academia Veras passos, Churrascaria Paulo da Picanha e muito mais!!

AGENDE UMA VISITA 

ÍTALO MENDES 
CRECI: 18798

TEL/ZAP: 85 ... ver número "
Casas,Venda - casa em rua pública,R$ 0,R$ 0,1503m²,4,5 ou mais,4,Piscina,Piscina,R$ 1.800.000,60177315,Fortaleza,De Lourdes,Rua Professor Mozart Solon,"Código do anúncio: ffc5a8

A casa duplex no bairro De Lourdes possui 1503,33  metros quadrados de terreno, 422 m2 de área construída com 4 quartos sendo 4 suites e 5 banheiros. 

Próximo a igreja de lourdes nas dunas
De esquina 

Deck com churrasqueira 
Terreno com quintal amplo 
Vai lhe possibilitar curtir os dias mais quentes na piscina."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,114m²,3,3,3,,Portão eletrônico,R$ 550.000,60810400,Fortaleza,Engenheiro Luciano Cavalcante,Rua Doutora Socorro Azevedo,"Código do anúncio: OKCS 5801121

e 
Imóvel a venda Casa localizada na Rua Dra Socorro Azevedo, n° 580 Bairro Luciano Cavalcante 
Garagem até 03 veículos;
Sala de estar e Jantar;
01 Suíte;
01 Suíte reversível;
01 Quarto;
01 DPE com wc;
Área de serviço e quintal 

Medindo 8 m de frente e 25 m de fundo, perfazendo área total de 200m2, com uma área construída de 114m2.
Documentação juridicamente correto e perfeita.
Agende Visita!!! 
Assim você e familiares poderão conhecer o seu imóvel.
Fale com a gente:
Ricardo 85 99925.9422 / 4102.0404
Josivan 85 99269.0143
Permanecemos à disposição."
Apartamentos,Venda - apartamento padrão,R$ 610,R$ 1.045,72m²,3,2,2,"Armários embutidos, Armários na cozinha, Mobiliado, Ar condicionado, Churrasqueira, Varanda, Academia, Piscina","Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas",R$ 680.000,60811030,Fortaleza,Engenheiro Luciano Cavalcante,Rua Mariana Furtado Leite,"Apartamento Vitale Condomínio 
72,67 m2 - 100% projetado 
? 3 quartos, sendo 2 suítes (1 reversível)
? 2 vagas paralelas 
Área de lazer completíssima 
9º andar 
Condomínio:  R$ 610,00
IPTU: R$ 95,00 mensal
Bairro: Luciano Cavalcante "
Casas,Venda - casa em condominio fechado,R$ 460,R$ 0,106m²,3,3,2,"Piscina, Churrasqueira","Piscina, Condomínio fechado",R$ 430.000,60762418,Fortaleza,Mondubim,Rua Doutor Manuel Moreira,"Código do anúncio: CA0125

Belíssima casa duplex em condomínio na Maraponga

São 105 metros quadrados de puro conforto, são 3 quartos sendo 2 suítes com varandas, e escritório home office. Lazer com piscina, churrasqueira, deck com pé direito duplo, espaço para caminhada e pracinha de convivência.
Segurança com portaria 24 horas, cerca elétrica, portão automático de acesso de veículos e monitoramento por câmeras 24 horas.

Agende já sua visita e venha conhecer as comodidades deste belo empreendimento.

Verçosa Imobiliária, o imovel dos seus sonhos está aqui. -"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 1.810,177m²,4,4,3,"Ar condicionado, Academia","Salão de festas, Academia, Permitido animais, Portaria, Elevador",R$ 900.000,60150100,Fortaleza,Aldeota,Rua Eduardo Garcia,"Código do anúncio: AP9720

Vendo apartamento próximo ao Colégio Batista, Aldeota , andar alto , 01 por andar, com 176m, 03 suítes, mais Home Office , sala, varanda, cozinha, área de serviço , 03 vagas de garagem.

Condomínio com salão de festas , espaço kids, área de convivência, portaria 24 horas.

Agende sua visita."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,226m²,4,4,4,,,R$ 2.300.000,60150190,Fortaleza,Aldeota,Rua Marcos Macêdo,"Código do anúncio: RGAP468

PAÇO DOS PÁSSAROS  APARTAMENTO NA ALDEOTA EM FORTALEZA/CE

Linhas sinuosas e elegante abrem suas asas em um voo de beleza deslumbrante. As torres se erguem imponentemente como um marco da liberdade projetado como um voo livre de um pássaro.

O Paço dos pássaros foi pensado para fazer a sua vida fluir leve e com toda praticidade. A localização deixa você perto de tudo que combina com o seu estilo de vida, unindo toda uma gama de serviços básicos e excelentes opções de diversão e vida saudável.

226m², 4 suítes, 4 vagas

Lazer Completo

Valor - R$ 2.300.000,00

fotos e informações
Robson Geovani CRECI 12876-F
Fotos, visitas e informações inbox."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,123m²,3,4,2,,,R$ 1.250.000,60192055,Fortaleza,Cocó,Rua Bento Albuquerque - de 891/892 a 1899/1900,"Código do anúncio: RGAP631

BRISAS RESIDENCE. O prazer de morar com EXCLUSIVIDADE, em um edifício com apenas 54 apartamentos e 3 coberturas elaborados cuidadosamente, para você e sua família. Um Home Club, PRONTO PARA MORAR, que a CONSTRUTORA ARA fez para o seu jeito de viver.

Fachada 100% revestida de cerâmica. Áreas comuns ambientadas, mobiliadas e equipadas. Projetos de interiores, paisagístico e luminotécnico nas áreas comuns. Acessibilidade às pessoas com deficiência (PcD) nas áreas comuns. Pré-hall com elevador plataforma (PcD) exclusivo ao pavimento lazer. Pet place/Pet care. Bicicletário.

Apartamento com 123 m²
3 suítes + gabinete 
Lavabo 
Dce 
2 vagas + depósito 

Valor - R$ 1.250.000,00
Aceita proposta e financiamento bancário

Ligue e agende uma visita
Robson Geovani (Creci- 12.876 F)."
Casas,Venda - casa em rua pública,R$ 0,R$ 1.140,200m²,3,5 ou mais,5 ou mais,"Piscina, Área de serviço, Varanda, Mobiliado, Armários na cozinha, Churrasqueira, Armários embutidos",Piscina,R$ 850.000,60420720,Fortaleza,Montese,Rua Romeu Martins,"Código do anúncio: 1IV7IE1

A casa no bairro Montese possui 200 metros quadrados de área construída, com 3 quartos sendo 3 suites e 5 banheiros
Possui espaço jardinado, espaço gourmet, varanda.
Vai lhe possibilitar curtir os dias mais quentes na piscina, desfrutar de seu próprio quintal.Espaço reservado para preparar o seu churrasco.
Terreno com 341 m2 
Já tem os móveis incluídos.
Agende visita com Claúdio Guimarães"
Apartamentos,Venda - apartamento padrão,R$ 1.400,R$ 1.704,140m²,3,3,2,Armários na cozinha,"Elevador, Salão de festas, Condomínio fechado, Permitido animais, Portaria",R$ 580.000,60192095,Fortaleza,Cocó,Rua Doutor Gilberto Studart - de 921/922 a 1829/1830,"Código do anúncio: AP575

O apartamento no bairro Cocó tem 140 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros

Apartamento no bairro Cocó com 3 quartos
APARTAMENTO NO MELHOR DO COCÓ, EM FRENTE À PRAÇA MARTINS DOURADO ! 3 SUÍTES ( 1 REVERSÍVEL) SALA 2 AMBIENTES , VARANDA, COZINHA AMPLA, DEPENDÊNCIA DE EMPREGADA COM BANHEIRO, ÁREA DE SERVIÇO, 2 VAGAS DE GARAGENS, SALÃO DE FESTAS, PLAY GROUND, RECEPÇÃO DECORADA, 2 ELEVADORES, GUARITA ELEVADA COM SEGURANÇA 24 HS ! DOCUMENTAÇÃO OK !"
Apartamentos,Venda - apartamento padrão,R$ 1.800,R$ 0,278m²,3,3,4,,,R$ 1.400.000,60810018,Fortaleza,Guararapes,Rua Alberto Feitosa Lima,"Código do anúncio: AP0378

Condomínio Vila Fiori

Rua Alberto Feitosa Lima, 100, Guararapes, Fortaleza/CE - CEP
60810-018

Apartamento:
Área: 278,00 m2;
Apartamento 3º andar;
Um apartamento por andar;
3 suítes com closet's;
Suíte master com banheira;
Copa;
Cozinha;
Área de serviço;
Quartinho guarda volumes no subsolo
Todos os móveis fixos projetados (Os demais móveis poderão ser negociados);
Piso todo no porcelanato;
Ampla sala;
Lavabo;
Home theater (Podendo reverter a 4º suíte);
2 Varandas (uma na frente e outra atrás);
4 Vagas soltas de garagem.

Empreendimento:
Hall de entrada
Elevador com acesso através de código

Lazer: Salão de festas, Academia, Piscina, Sauna, Quadra de futebol.




Para maiores informações, entre em contato:
 (Fixo)
 (WhatsApp)
 -"
Apartamentos,Venda - apartamento padrão,R$ 690,,63m²,2,,1,"Área de serviço, Armários embutidos, Armários na cozinha, Varanda, Academia, Piscina","Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas",R$ 699.000,60192340,Fortaleza,Cocó,Rua Doutor Batista de Oliveira - de 731/732 ao fim,"Edifício de alto padrão. 

Entre em contato se quiser ver vídeos do imóvel. Este preço está diferenciado para tratar diretamente com o proprietário. 

As melhorias que acompanham/ fazem parte do apartamento: a mudança da planta feita com arquiteto (não tem outro apartamento como o nosso), instalação e lugar para a lava e seca preparados (a planta original não tem lugar para lava e seca), tanque para roupas (a planta original não possui tanque para roupas), bancada da cozinha expandida com ilha (a pedra original não possui nem a metade do tamanho da nossa), calha/úmida na bancada da cozinha, projeto de iluminação completo já foi feito (iluminação em led), cooktop por indução, forno elétrico, armário da cozinha completo (estilo provençal), armário do quarto (portas em vidro espelhado), armários das pias dos banheiros, boxes nos banheiros, sapateira no banheiro da suíte, telas em todo o apartamento, painel ripado e branco na parede da/de frente/entrada da sala. Cortinas na sala e na suíte (neste com blackout). 

One Milênio. ESTRUTURA QUE IMPRESSIONA. E SURPREENDE.

? Lojas de conveniência com mix voltado para interesse dos condôminos

? Iluminação de Led

? Energia solar com placas fotovoltaicas para economia do condomínio

? Elevadores de alta velocidade e controle de acesso

? Tomadas USB na sala e na suíte

? Baixo custo condominial

? Pé direito elevado proporcionando mais conforto"
Apartamentos,Venda - apartamento padrão,R$ 800,R$ 0,70m²,3,2,2,"Área de serviço, Varanda","Elevador, Salão de festas",R$ 295.000,60120295,Fortaleza,Tauape,Rua Nunes Valente - de 3190/3191 ao fim,"Código do anúncio: AP21116

Edifício Amsterdam Dionísio Torres . 
Edifico Amsterdam  
Excelente apartamento com 3 quartos sendo uma suite padrão e outra reversível, sala em L, cozinha tipo americana com moveis fixos, varanda, super ventilado, posição Norte/nascente, 2 vagas de garagem, prédio tem elevador, portaria 24 horas e salão de festas. Localização excelente perto de supermercados, restaurantes, clinicas, escolas, Hospitais e vias de acesso rápido, próximo a Pontes Vieira .
Taxa de condomínio inclui água e gás."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,109m²,4,4,2,"Churrasqueira, Academia, Piscina","Academia, Piscina",R$ 916.000,60176052,Fortaleza,Papicu,Rua Professor Otávio Lobo - até 449/450,"Código do anúncio: AP-9191

COMUM A TODAS AS UNIDADES:
Varanda gourmet com bancada de apoio e cubaPiso de porcelanatoGuarda-corpo em alumínio e vidroInfraestrutura pronta para instalação de ar-condicionados tipo air-split (sala + 3 suítes)Infraestrutura pronta para aquecedor de passagem a gás nos banheiros sociaisLouças sanitárias com sistema de racionalização do consumo de águaSistema contra choque elétrico (DR)Suítes protegidas por varandasRoupariaDepósito individualizado para cada unidadeLaje técnica individualizada para receber os condensadores dos aparelhos splits de ar-condicionado
 


Chave do anúncio: 7dyeDZQEZzu5GUnI"
Apartamentos,Venda - apartamento padrão,R$ 1,R$ 0,370m²,4,5 ou mais,5 ou mais,"Churrasqueira, Área de serviço",Piscina,R$ 4.900.000,60165121,Fortaleza,Mucuripe,Avenida Beira Mar - de 3500/3501 ao fim,"Código do anúncio: AP2259

Edifício Brisamar, um empreendimento de altíssimo luxo, localizado na Avenida Beira Mar, com um projeto exclusivo e uma piscina de 13 metros na varanda em todos os apartamentos, todas as suítes com vista para o mar, é uma oportunidade única para se morar em um dos mais belos cartões postais da cidade, excelente opção também para investidores, tendo em vista que é a área que mais se valoriza na cidade.Características:-Sala de TV-Sala de almoço espensa-Closet-Living com pé direito duplo-Dependência de empregados-Sala de estar-Sala íntima-Copa-Lavanderia-Closet Sr. E Sra-Churrasqueira no apartamento-Hall de serviço independente-Sala de jantar-Cozinha-Lavabo-Escritório-Varanda-WC de empregados-Depósito privativo no subsolo-Ar condicionado-Hidromassagem-Tratamento acústico-Armário embutido-Telefone-Recirculação de água quente-Cabeamento estruturado-Armário de cozinha-Decorado-Quadra poli-esportiva-Sala fitness e SPA-Piscina com raia semi-olímpica-Salão de festas com copa-Sauna-Espaço Gourmet"
Casas,Venda - casa em condominio fechado,R$ 1.550,R$ 0,230m²,3,5 ou mais,4,"Churrasqueira, Piscina","Permitido animais, Academia, Condomínio fechado, Piscina",R$ 899.000,60830605,Fortaleza,José de Alencar,Rua Egídio de Oliveira,"Código do anúncio: CJ03

Carmel Jardins.
230m²;
3 suítes com closet + estar íntimo;
Sala de estar com 3 ambientes;
Cozinha com área de serviço;
Amplo quintal com Deck e churrasqueira;
4 vagas.

Lazer completo: Piscina com Raias de 25m; Piscina Infantil; Campinho com proteção de tela; Deck com churrasqueira e WC; Play Child Sauna Equipada Integrada à Piscina; Infra-estrutura para Internet e TV a Cabo; Fitness Equipado; Praça de Convivência."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,189m²,4,5 ou mais,4,"Churrasqueira, Piscina, Área de serviço, Varanda","Elevador, Piscina",R$ 1.850.000,60810160,Fortaleza,Guararapes,Avenida Coronel Miguel Dias,"Código do anúncio: AP1343

Condomínio Arvoredo

Patriolino Ribeiro
TODO DECORADO
-
148 m²
4 suítes com closet
Sala boca larga
Varanda gourmet
Cozinha
Copa
Área de serviço
Despensa
100% nascente
4 vagas
-
Piscina, deck, churrasqueira, salão de festas, salão de jogos, fitness center, playground, sauna, espaço gourmet, quadra poliesportiva, vestiário, recepção, bicicletário, sala de vídeo/ cenema, brinquedoteca, poço artesiano, gerador, portaria 24 horas, câmera de segurança. -"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,140m²,3,3,0,Área de serviço,,R$ 650.000,60165260,Fortaleza,Mucuripe,Rua Jaime Vasconcelos,"Código do anúncio: CA1727

Casa plana com duas frentes de esquina com 3 dormitórios sendo uma suíte, 2 wc social e dce. 4 vagas de garagem. -"
Apartamentos,Venda - apartamento padrão,R$ 440,R$ 0,68m²,2,2,2,"Área de serviço, Ar condicionado",Elevador,R$ 520.000,60110301,Fortaleza,Aldeota,Rua João Cordeiro - de 883 a 2099 - lado ímpar,"Código do anúncio: AP2842

Localizado quase esquina com a Avenida Santos Dumont, próximo ao Supermercado Pão de Açúcar, Receita Federal, Hospital São Camilo, Praça Luíza Távora, MedPrev Hapvida e outras conveniências.
Dispõe de 68m², sala, varanda, cozinha, 2 quartos sendo 1 suíte com closet, banheiro social, área de serviço e 2 vagas de garagem.
Venha conhecer! -"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,55m²,2,2,1,Área de serviço,Condomínio fechado,R$ 164.500,60870640,Fortaleza,Jangurussu,Rua Luciano Alves,"Código do anúncio: AP0452

Apartamento com 2 dormitórios à venda, 55 m² por R$ 164.500,00 - Jangurussu - Fortaleza/CE"
Apartamentos,Venda - apartamento padrão,R$ 1.000,R$ 0,45m²,1,1,1,"Piscina, Mobiliado",Piscina,R$ 320.000,60125120,Fortaleza,Meireles,Rua Joaquim Nabuco - até 789/790,"Código do anúncio: _1-2398247

Flat maravilhoso para Venda em Fortaleza, na bairro mais charmosa da cidade no melhor do Meireles, com 1 dormitório, 1 banheiro, 1 vaga de garagem com manobrista.Flat medindo 45m, mobiliado, de 1 dormitório, 1 banheiro, varanda, na melhor localização da cidade, a 100 metros da da Av. Beira Mar, pertinho do calçadão da beira mar, da feirinha e dos principais shoppings da cidade, pão de açúcar, e dos bons restaurantes da cidade. Serviços de camareira e limpeza diários,internet de alta qualidade e toda a segurança que voc precisa para viver bem.Tudo isso, incluso no condomínio, portaria 24 horas, academia toda reformada, piscina, restaurante, e todo conforto que voc merece.Andar alto vista parcial do mar.Agende sua visita e surpreenda-se, excelente investimento!Valor de venda 320 mil, ouve proposta, Ligue OI ZAP (85) e TIM ZAP  
 
 
 - Características: Ar Condicionado, Móveis Planejados, Portão Eletrônico, SPA / Hidromassagem, 
 
 - Cômodos: Área de Serviço, Copa, Cozinha, 
 
 - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado, 
 
 ESCUTA PROPOSTA 
 
 Observação: Um dos melhores flat de fortaleza, serviços e atendimento perfeito. ventilado, ambiente requintado e organizado. 
 
 Pontos Fortes: Localização privilegiada, a poucos metros da av. beira mar, e dos melhores restaurantes e serviços. acesso fácil e rápido para qualquer local da cidade."
Apartamentos,Venda - loft/studio,R$ 0,R$ 0,21m²,1,1,1,"Academia, Piscina","Piscina, Elevador, Academia",R$ 373.033,60165011,Fortaleza,Praia de Iracema,Avenida Monsenhor Tabosa - até 745 - lado ímpar,"Código do anúncio: CONNECT

O studio está localizado no bairro Praia de Iracema possui 21 metros quadrados com 1 quarto sendo 1 suite e 1 banheiro
Possui área de fitness, espaço gourmet.
Vai lhe possibilitar curtir os dias mais quentes na piscina.Elevador para mais praticidade no dia-a-dia."
Apartamentos,Venda - apartamento padrão,R$ 1.100,R$ 1.200,124m²,3,4,3,,,R$ 970.000,60115171,Fortaleza,Aldeota,Rua Carlos Vasconcelos - de 851/852 a 2099/2100,"Código do anúncio: SK382

O imóvel com 124metros quadrados,Edifício Villa Sonata, 3 suítes, móveis projetados, sala 3 ambientes, varanda, dependência completa da secretária, piso porcelanato, andar alto, climatizado, super ventilado, 3 vagas de garagem, apartamento com depósito no subsolo.

Condomínio com área de lazer completa: piscina com raia, campo de futebol, acadêmia, salão de festas, salão de jogos, playground, deck com churrasqueira.

Próximo a supermercados, restaurantes, padarias, escolas, faculdades, ponto de ônibus, farmácias, shopping's, há poucos metros para o Centro da Cidade.

Aceita propostas financiamento bancário, intermediamos a negociação direto com o proprietário."
Apartamentos,Venda - apartamento padrão,R$ 1.350,R$ 0,183m²,3,4,2,"Varanda, Ar condicionado",Condomínio fechado,R$ 520.000,60135203,Fortaleza,Dionisio Torres,Avenida Antônio Sales - de 1691 a 3407 - lado ímpar,"Código do anúncio: 125

Na Av. Antônio Sales umas das avenidas de Fortaleza, você encontra nas redondezas restaurantes, escolas, supermercados, praticidade para dia a dia. 

Confere: 

- 183,65 m²; 
- 3 suítes; 
- Gabinete; 
- Lavabo; 
- Sala de Tv 
- Sala de Jantar; 
- Cozinha; 
- 2 Vagas 

Área Comum: Amplo espaço ao ar livre perfeito para atividades fisicas. 


Venha Visitar! 

Joao Filho 9.9989.9679

Características do imóvel
Ar condicionado
Área de serviço
Armário de Cozinha
Closet Sr. e Closet Sra.
Cozinha
Dependência de empregados
Despensa
Escritório
Lavabo
Piso de madeira
Sala de almoço
Sala de estar
Sala de jantar
Sala de TV
Varanda
WC de empregados



Mais informações em www.joaobarbosafilho.com.br"
