Category,Type,Zipcode,City,Neighboor,Address,Description,c_Elevador,c_Portaria,c_Piscina,c_Portao_eletronico,c_Condominio_fechado,c_Segurança_24h,c_Permitido_animais,c_Area_murada,c_Academia,c_Salao_de_festas,p_Porteiro_24h,p_Churrasqueira,p_Piscina,p_Armarios_embutidos,p_Ar_condicionado,p_Quarto_de_servico,p_Varanda,p_Armarios_na_cozinha,p_Academia,p_Area_de_servico,p_Mobiliado,p_Salao_de_festas,Price_Value,Area_value,Bedrooms_qty,Bathrooms_qty,Garage_qty,square_meter_price,full_adress,location
Casas,Venda - casa em rua pública,60526185,Fortaleza,Dom Lustosa,Rua Belém - até 299/300,"Código do anúncio: CA0486

Esta é sua grande chance! Casa de 214m² com 2 dormitórios e 1 suítes, cozinha, área de serviço e garagem. E possui uma iluminação natural! Aceita pet. Então se você tem um animalzinho, ele amará o novo ambiente. 

Nas redondezas possui farmácias, supermercados bancos, hospitais e todas as redes de lojas e restaurantes que a região pode te oferecer.

Não perca tempo e agende já sua visita!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,214,2,2,1,1355.1401869158879,"Rua Belém - até 299/300, Dom Lustosa, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60811341,Fortaleza,Edson Queiroz,Avenida Washington Soares - até 3737 - lado ímpar,"Código do anúncio: AP0548

A uma quadra da Av. Washington Soares, o Soho traz o perfeito encontro entre o clássico e o moderno para a sua família.
Com 98 apartamentos de 91,75m², suas unidades possuem 3 quartos (sendo 2 suítes), sala de estar e jantar integrada a varanda gourmet, cozinha bem arejada, 2 elevadores, 2 vagas de garagem cobertas e recepção decorada.
A integração da varanda gourmet que integra sala de estar, cozinha e varanda, tornam o ambiente único para receber os amigos e familiares com muito estilo e exclusividade.
Este empreendimento também conta com uma completa área de lazer, com piscina de raia de 25m, fitness, espaço zen, sauna, home cinema, quadra poliesportiva, espaço gourmet, brinquedoteca, garage band, pet place e muito mais.
Estes apartamentos estão prontos para morar!
Mude agora mesmo!
Aproveite! -",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,880000,92,3,3,2,9565.217391304348,"Avenida Washington Soares - até 3737 - lado ímpar, Edson Queiroz, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60010450,Fortaleza,Jacarecanga,Avenida Francisco Sá - até 2399/2400,"Código do anúncio: DMV595

Excelente Apartamento novíssimo, nunca habitado. 70 m², 3 quartos, sendo 2 suítes, 2 vagas cobertas, varanda, VISTA MAR ESPETACULAR, área de lazer completa ROOFTOP, com Vista incrível. 
A localização é privilegiadíssima na área mais nobre da Av. Francisco Sá, próximo ao Corpo de Bombeiros, ao Colégio Liceu do Ceará e ao Centro Fashion, a 700 metros da praia.

Agende sua visita!!",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,489900,71,3,2,2,6900.0,"Avenida Francisco Sá - até 2399/2400, Jacarecanga, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60861634,Fortaleza,Passaré,Avenida Juscelino Kubitschek - de 2 ao fim - lado par,"Código do anúncio: VRCA93472

Ligue para Valdemir Candido (85) 9.8570.4790 - cod. VRCA93472
Apartamento em acabamento. Prazo previsto para entrega novembro de 2022, na Av. Juscelino Kubitscheck 4950, Bloco 3  
Apto 405, 3 andar. Próximo ao hospital Sarah Kubitscheck.
Aceita carro de menor valor.
Valdemir Candido 
CRECI 16736",1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,180000,48,2,2,1,3750.0,"Avenida Juscelino Kubitschek - de 2 ao fim - lado par, Passaré, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60811120,Fortaleza,Engenheiro Luciano Cavalcante,Rua Doutor Francisco Gadelha,"Código do anúncio: AP 550

Conheça o Parc Victoria, situado no bairro Engenheiro Luciano Cavalcante em Fortaleza. O Apartamento possui área útil de 76,50m² e tem 3 dormitórios. O imóvel  está com armários  projetados   e o apartamento possui 2 vagas. na Garagem 

 Imóvel localizado no Bairro Guararapes, com   Ampla área de lazer . No exterior, um pavimento com  Pilotis, 1 subsolo, 2 sobressolos. Venha Usufruir de uma moradia tranquila!",1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,590000,76,3,3,2,7763.1578947368425,"Rua Doutor Francisco Gadelha, Engenheiro Luciano Cavalcante, Fortaleza - CE","Rua Doutor Francisco Gadelha, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 61658-130, Brasil"
Apartamentos,Venda - apartamento padrão,60175005,Fortaleza,Papicu,Rua Joaquim Lima - até 99997/99998,"Código do anúncio: GreenGard_1-2265380

Green Garden Residence 
 
 Empreendimento verde com um conceito ecológico, o prédio respeita o meio ambiente desde a planta. A localização privilegiada no Papicu e as dimensões do terreno são bem valorizados, numa vasta área de 11.336,42m² de terreno, uma das últimas da região. Além disso, o empreendimento contará com horta comunitária, coleta seletiva, sistema de energia eólica e solar e muito mais para que você conviva bem com a natureza. 
 
 *103,50m²; 
 *3 suítes (sendo 1 reversível); 
 *Varanda gourmet; 
 *2 vagas. 
 
 Agende já sua visita! 
 
 
 - Acabamentos: Porcelanato, 
 
 - Características: Fechadura eletrônica, 
 
 - Cômodos: Área de Serviço, Cozinha americana, Varanda gourmet, 
 
 - Lazer: Academia, Brinquedoteca, Coworking, Deck com churrasqueira, Delivery Room, Pet place, Piscina adulto, Piscina infantil, Playground, Quadra poliesportiva, Sala de estudos, Salão de festas, Salão de jogos, 
 
 - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado, 
 
 - Segurança: Alarme, Cerca elétrica, Monitoramento por cmeras, Portaria 24hrs, Segurança armada,",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,924343,103,3,3,2,8974.203883495145,"Rua Joaquim Lima - até 99997/99998, Papicu, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60310400,Fortaleza,Jacarecanga,Rua Padre Constantino,"Código do anúncio: NAVEGANTES

IMOBILIÁRIA FERNANDO FREITAS CRECI 0967-J

Com sua localização privilegiada, localizado no bairro Jacarecanga, o Navegantes Residencial é perto de tudo que você e sua família precisam para viver bem, inclusive da felicidade. No condomínio o lazer 
é completo, um verdadeiro clube: piscina adulto e infantil, academia, quadra de esportes, salão de festas climatizado, playground, espaço zen, deck c/ churrasqueira e pista de cooper.

- Apartamento com 48,00 m², 2 dormitórios, 1 WC c/ Blindex, Varanda, Sala Estar/Jantar, Cozinha Projetada, Área de Serviço e 1 Vaga de Garagem. 

- Valor do Condomínio: R$ 366,00
- Valor do Imóvel: R$ 240.000,00 

Contato: Paulo Freitas (85) 98797.1001",1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,240000,48,2,1,1,5000.0,"Rua Padre Constantino, Jacarecanga, Fortaleza - CE","Rua Padre Constantino, Jacarecanga, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60310-400, Brasil"
Apartamentos,Venda - apartamento padrão,60824245,Fortaleza,Parque Iracema,Avenida Ministro José Américo - até 1319/1320,"Código do anúncio: aptrosadosventos

Apartamento à venda no Cambeba
44m² condomínio Rosa dos Ventos

2 quartos (sendo 1 suíte);
WC social;
Andar alto;
1 vaga;
Parcialmente projetado;
Condomínio com elevador, salão de festas e portaria 24h.

R$215.000
(Aceita proposta)

Entre em contato e agende sua visita!
(85) 98809.6355
Micheli Lima
Corretora de Imóveis",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,215000,44,2,2,1,4886.363636363636,"Avenida Ministro José Américo - até 1319/1320, Parque Iracema, Fortaleza - CE",
Casas,Venda - casa em rua pública,60830105,Fortaleza,José de Alencar,Rua Rafael Tobias - de 2001/2002 ao fim,"Código do anúncio: 4027

Excelente casa na Sapiranga com 344m² de área construída, terreno de 1.040m². Duplex composto por 3 quartos na parte superior, com possibilidade de mais 1 quarto na parte inferior, varanda, piso no granito, área de serviço, 5 vagas de garagem. Área de lazer com piscina, bar molhado, jardim, sauna e muito mais! Agende sua visita e venha conferir.


Aldeota, Meireles, Cocó, Guararapes e Dionísio Torres, Sapiranga, cambeba, Luciano Cavalcante, Cocó, Guararapes, Meireles, Beira Mar, Aldeota, Cidade 2000, Porto das Dunas, Eusébio, Aquiraz, 6 Bocas, Aguá Fria, Montese, Bairro de Fátima,
Edifício / Condomínio Soneto | Jardim Europa | Cristal | Vanguardia | Prime | José Martins | Mônaco | Acrópolis | Mar e Mar | Jardins de Monet | Palazzo | Arc de France | Bonaire | Circulo Place | Athena | Belle Vile | Lumiar | Vintage Aldeota | Saint Square | Paço dos Pássaros | Maison Classic | Villa Sonata | Luminus | Plaza de Anibal | Lucca | Home Club | Vila Firenze | Scopa Residence | Marees | Galerie Cezenne | Galerie Cezanne | Lidiapolis | Antilhas | Promenade | José Cabral | Lina | Telma Rios | Lês Jardim | Hyperion | Granada | Ravenna | Vila Sonata | Villa Domani | Apogeu | Maresias | Las Palmas | Solaris | Laffite | Summer Park | Mandara | Liberty 1 | The Village | | Lilac | Avallon | Reserva Imperial | Adagio | Fioretto | Solar Bezerra de Menezes Symbolo | Absoluto | Cosmopolitam | Apogeu | Ilha do Mel | Celebration | Verdi Imperator | Condominio Reservatto | Ilhas do Parque | Park Millenium | Bravo Residence | Parc Victoria | Isla Jardin | Renata | Arboreto | Maison Blanche | Strauss | Andorra | Las Palmas | Villagio Del Maré | Sonate | Essenza Soneto | Jardim Europa | Cristal | Vanguardia | Prime | José Martins | Mônaco | Arc de France | Circulo Place | Lumiar | Saint Square | Maison Classic | Villa Sonata | Luminus | Plaza de Anibal | Home Club | Galerie Cezenne | Lidiapolis | José Cabral | Lina | Lês Jardim | Ravenna | Villa Domani | Maresias | Liberty 1 | Ilhas Gregas | Ainda possuímos um setor específico de alto padrão ( beira mar ) produtos exclusivos que não estão anunciados em portais: Esquinas das Silvas | Paço dos Pássaros | Casa Blanca | The Place | Mansão Macedo | Volta da Jurema | Saint Paul de Vence | Cosmopolitan | Maison de La Art | Green Park | The Park | Bossa Nova | Paço do Bem | San Luigi | Palazzo | Vitral dos Mares | Portal das Marés | Vila Ideal | Sanford | The Palace | Mucuripe Plaza | Libanus | Fernando Silveira | Palmares | Renaissance | Abelardo Pompeu | Catamarã | Delos | Casa Rosa | Tragaluz | Monte Libano | Lazuli | Costa Mare | Maison Karine | Reserva Stella Maris | Beira Mar 2020, adagio | Alphaville Fortaleza | Celebration |",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1500000,344,4,4,5,4360.46511627907,"Rua Rafael Tobias - de 2001/2002 ao fim, José de Alencar, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60411136,Fortaleza,Benfica,Avenida dos Expedicionários - até 3658 - lado par,"Código do anúncio: ap0030 - ed danubio benfica

DARLAN MACÊDO - CRECI 4326 -  - V E N D E :

O apartamento no bairro Benfica com 120 metros quadrados com 3 quartos sendo 1 suíte e 3 banheiros
Possui salão para festas e eventos, parquinho com diferentes brinquedos, espaço jardinado.
Vai lhe possibilitar praticar diversos esportes na quadra poliesportiva.Elevador para mais praticidade no dia-a-dia.
Está em um condomínio protegido por grades.

Próximo a restaurantes, padarias, supermercados, shopping, escolas, ponto de ônibus, faculdades, hospitais. 
Aceita propostas com financiamento bancário, intermediamos a negociação direto com o proprietário. 
AP0030  FAVOR INFORMAR ESSE CÓDIGO 
DARLAN MACÊDO CRECI 4326  Compra e venda de imóveis, avaliação sem compromisso e consultoria jurídica imobiliária.",1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,420000,120,3,3,2,3500.0,"Avenida dos Expedicionários - até 3658 - lado par, Benfica, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60165090,Fortaleza,Meireles,Avenida Antônio Justa - até 3543/3544,"Código do anúncio: TLVV6

Belíssima unidade reformada recentemente, possui 02 quartos, banheiro social, uma vaga de garagem, super bem localizado a uma quadra da Beira Mar na altura da famosa Feirinha da Beira Mar.

No valor do condomínio estão inclusos os seguintes serviços:
- Internet
- TV a caco
- Serviço de Mensageiro
- Serviço de Manutenção
- Serviço de Limpeza Diária

Agende sua visita! Vale a pena conferir!",1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,480000,60,2,1,1,8000.0,"Avenida Antônio Justa - até 3543/3544, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60175222,Fortaleza,Varjota,Rua República do Líbano - de 1201/1202 ao fim,"Código do anúncio: AP1800

Apartamento com 3 quartos à venda, em excelente localização na Varjota, a 180m da Avenida Dom Luis. Na sua vizinhança: polo gastronômico da Varjota onde você tem restaurantes, bares, lanchonetes, complexo de food trucks. Sem contar da proximidade ao shopping Pátio Dom Luis, farmácias, comércio e serviço. Praticidade e comodidade ao seu dia-a-dia.


Apartamento amplo, totalmente nascente, iluminação natural, andar alto, com área privativa de 149,95,00 m². Sala em L e ampla varanda; 3 quartos sendo 3 suítes (suíte máster com closet e wc social). Cozinha tradicional com despensa, área de serviço e dependência completa de empregada. Móveis projetados na cozinha, nos quartos e closet. Piso em granito e cerâmica.  2 vagas de garagem.

Áreas comuns: espaço convivência; jardim com gramado; playground, hall social decorado; salão de festas.

Condomínio com Guarita e eclusa; Portão Automático; Cerca sistema interno de câmeras.

*Os preços, valores e informações contidos nesta página podem sofrer alterações sem prévio aviso. Por este motivo todas as informações devem ser confirmadas com o departamento comercial da Escala Imóveis. -",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,820000,150,3,5,2,5466.666666666667,"Rua República do Líbano - de 1201/1202 ao fim, Varjota, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60115191,Fortaleza,Aldeota,Rua Monsenhor Bruno - de 821/822 a 2099/2100,"Código do anúncio: AP0686

Localizado a 1 quadra da Av. Rui Barbosa, próximo a Oficina Mecânica Classe Autos, Loja CD Aldeota, Loja de Eletrônicos ibyte, Crossfit Caserna, Colégio Antares, Hospital OTOclínica, Carrefour Hipermercado, Cometa Supermercados e outras conveniências.

Dispõe de 188,67m², 3 suítes sendo 1 reversível, suíte máster com varanda, sala ampla em 2 ambientes, cozinha projetada, despensa, área de serviço, dependência completa e 3 vagas de garagem podendo caber até 4 carros.

Venha conhecer! -",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,450000,129,3,3,3,3488.3720930232557,"Rua Monsenhor Bruno - de 821/822 a 2099/2100, Aldeota, Fortaleza - CE",
Casas,Venda - casa em rua pública,60840170,Fortaleza,Messejana,Rua 1 (Cj Res Morada da Lagoa),"Código do anúncio: SLLOMA17(85)... ver número

CASA A VE DA ENTRADA+ PARCELA 
ENTRADA 40.000
PALOMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,95,2,2,0,1526.3157894736842,"Rua 1 (Cj Res Morada da Lagoa), Messejana, Fortaleza - CE",
Casas,Venda - casa em rua pública,60183726,Fortaleza,Praia do Futuro I,Avenida Pintor Antônio Bandeira - de 3296/3297 a 3539/3540,"Código do anúncio: RGAP564

Condomínio Alto das Dunas Jade
Duplex
117 m2 + 25 m2 de deck privativo com churrasqueira, 3 suítes, dependência completa de empregada, 2 vagas, lazer completo.
 
Valor R$ 750.000,00
Taxa de condomínio 
R$ 720,00
IPTU 
R$ 150,00

Ligue e agende uma visita
Robson Geovani (Creci- 12.876 F).
Fotos, visitas e informações inbox.",0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,750000,117,3,4,2,6410.25641025641,"Avenida Pintor Antônio Bandeira - de 3296/3297 a 3539/3540, Praia do Futuro I, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60176104,Fortaleza,Papicu,Rua Cineasta Euselio Oliveira,"Código do anúncio: 8037... ver número

Excelente oportunidade no condomínio Broadway central Park.

De frente para o shopping Riomar Fortaleza.

Área de lazer completa com piscina academia salão de festas salão de jogos Espaço gourmet playground etc.

Aproveite as últimas unidades com preços promocionais.

Com tamanho semelhante a outros empreendimentos como Spring Park imperator Metropolitan Laplace la veritá brisas Residence nature Los Angeles 



Thiara Barbosa
CRECI 9506-F",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1064990,137,3,4,3,7773.649635036496,"Rua Cineasta Euselio Oliveira, Papicu, Fortaleza - CE","Rua Cineasta Eusélio Oliveira, Papicu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60176-100, Brasil"
Apartamentos,Venda - apartamento padrão,60170310,Fortaleza,Meireles,Rua Professor Dias da Rocha - até 669/670,"Código do anúncio: REO538746

Edifício Humberto Fontenele, maravilhosa localização, na área nobre do Meireles,    1 quarto, sala, WC ,cozinha, varanda,  1 vaga, todo projetado; armários na cozinha, banheiro, , pronto para morar, lazer completo; Deck molhado, solário, deck com churrasqueira, salão de festas, fitness. Perto de supermercados, escolas, faculdades, bancos,, shoppings e etc .....Porteira fechada. - Ref.: REO538746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000,58,1,1,1,8275.862068965518,"Rua Professor Dias da Rocha - até 669/670, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60813590,Fortaleza,Engenheiro Luciano Cavalcante,Rua Manuel Lima Soares,"Código do anúncio: AP0754

Empreendimento em terreno com 1.015 m² com 01 torre com 15 andares, sendo os 3 primeiros de garagens, 12 pavimentos tipo, 03 sobresolos + 1 pilotis, 02 elevadores, com 3 apartamentos por andar com 69,79m²;  com 3 quartos, sendo 2 suítes (1 reversível), 2 vagas de garagem.

Guarita com antecâmara, lazer com piscina, salão de festas, salão de jogos, playground, fitness. -",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,531000,70,3,3,2,7585.714285714285,"Rua Manuel Lima Soares, Engenheiro Luciano Cavalcante, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60192150,Fortaleza,Cocó,Rua General Tertuliano Potiguara - de 1800/1801 ao fim,"Código do anúncio: AP3093

:-) Apartamento Com Linda Vista Para
o Parque do Cocó


:-) São 123m2, Andar Alto, Nascente,
03 Suítes, Master com Closet 


:-) Ampla Sala, Lavabo, Cozinha
Independente, Dependência Completa


:-) Área de Serviço, 02 Vagas
Cobertas Paralelas


:-) Salão de Festas, Jardins,
Elevador e Portaria 24h


:-) Próximo ao Iguatemi, Supermercados,
Lojas, Conveniências 




:-) Valor de Venda R$ 475 Mil. Aceita
Financiamento.




- Para visitas e mais informações
entre em contato.


Jefferson Almeida Corretor Avaliador
de Imóveis


Creci 15617 E CNAI 15205


Fones 85 98853.7070(WhatsApp)




#jeffersonalmeidacorretor
#minhacasameusonhoporjeffersonalmeida #sonhoquesesonhajuntoerealidade #edificioparkview
#cocó #guararapes #patriolinoribeiro #apartamentoemfortaleza #corretordeimoveis
#sale #vendo

               
               As informações estão sujeitas a alterações. Consulte o corretor responsável.
 


Chave do anúncio: 6NBKyHUMfKXOytyM",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,475000,123,3,4,2,3861.788617886179,"Rua General Tertuliano Potiguara - de 1800/1801 ao fim, Cocó, Fortaleza - CE",
Casas,Venda - casa em rua pública,60831428,Fortaleza,Lagoa Redonda,Rua Chico Silvestre,"Código do anúncio: CA0991

EXCELENTE CASA DUPLEX -- Na Lagoa Redonda -- PRÓXIMO A FARMÁCIAS - SUPERMERCADOS - ESCOLAS - Com Área de 156,24m² - C/ 03 Qtos.(Sendo 03 Stes) - Sala 02 Ambientes - 03 Varandas - Piso Porcelanato - WC Social (Rev) - Cozinha (Convencional) - Área de Serviço  Deck/Churrasqueira - Chuveirão - Portão (Alumínio) Automático - Cerca Elétrica - Interfone - 04 Vagas de Garagem.

À Vista ou Financiamento Bancário -",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,320000,156,3,3,4,2051.2820512820513,"Rua Chico Silvestre, Lagoa Redonda, Fortaleza - CE","Rua Chico Silveira, Conjunto Residencial Curió, Lagoa Redonda, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60831-493, Brasil"
Casas,Venda - casa em rua pública,60830135,Fortaleza,José de Alencar,Rua Neudélia Monte,"Código do anúncio: 479

Casa duplex próximo ao supermercado Assaí da Avenida Washington Soares, com toda mobília fixa.
 Excelente para família grande e quem gosta de espaço e conforto.
 São 166m² de área construída;
 Garagem para até três (3) carros;
 Sala ampla com dois ambientes;
 Cozinha com despensa;
 Uma suíte no andar térreo;
Área de serviço;
Quintal amplo com churrasqueira excelente para receber pessoas e amigos;
 Três suítes no andar superior com excelente varanda e possibilidade da ampliação de algum cômodo ou até adicionar projeto de home office.

 A Casa conta com oito (8) placas solares produzindo 700 kw/h sem contar com o acumulado que existe atualmente.
 

Informações adicionais;
Portão Eletrônico;
Vídeo Porteiro;
Placas solares;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000,166,4,4,3,2891.5662650602408,"Rua Neudélia Monte, José de Alencar, Fortaleza - CE","Rua Neudélia Monte, José de Alencar, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60830-015, Brasil"
Apartamentos,Venda - apartamento padrão,60150190,Fortaleza,Aldeota,Rua Marcos Macêdo,"Código do anúncio: SC 115

O apartamento está localizado no bairro Aldeota possui 160 metros quadrados com 3 quartos sendo 4 suites e 5 banheiros
Possui área de fitness, espaço gourmet, jardim, playground, salão de festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Churrasqueira para você aproveitar nos momentos de descontração.
Encontra-se na privacidade de um condomínio fechado.
Elevador que garante o transporte das suas malas e compras.
É mobiliado.",1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1500000,160,3,5,3,9375.0,"Rua Marcos Macêdo, Aldeota, Fortaleza - CE","Rua Marcos Macêdo, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-196, Brasil"
Casas,Venda - casa em rua pública,60135218,Fortaleza,Dionisio Torres,Rua Joaquim Sá - de 151/152 ao fim,"Código do anúncio: SK90

A casa no bairro Dionisio Torres com 200 metros quadrados de área construída internamente , com 4 quartos sendo 1 suite e 4 banheiros,com área de terreno de 16,5 por 33 m2,com estrutura pra levantar andares acima ,bom pra clinica odontológica,medica.agendar com Silvia ary.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450000,200,4,4,5,7250.0,"Rua Joaquim Sá - de 151/152 ao fim, Dionisio Torres, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60320105,Fortaleza,São Gerardo,Avenida Sargento Hermínio Sampaio - de 1353 a 2759 - lado ímpar,"Código do anúncio: APJARDINS

Apartamento nascente total!!
Varanda, sala dois ambientes,  3 quartos sendo uma suíte, banheiro social, cozinha americana e área de serviço.
localizado  na Av Sargento Hermínio Sampaio
Condomínio conta com área de lazer completa, quatro torres, piscinas adulto e infantil, quadra esportiva, academia, pista de cooper, salão de festas, salão de jogos, playground, pista de skate, pista de cooper, jardins e pracinhas.
Agende sua visita com um de nossos consultores.",1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,320000,63,3,2,2,5079.3650793650795,"Avenida Sargento Hermínio Sampaio - de 1353 a 2759 - lado ímpar, São Gerardo, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60415040,Fortaleza,Fátima,Rua Ministro Joaquim Bastos,"Código do anúncio: 1U7HMS7

Belíssimo apartamento, com móveis projetados, pronto para morar,
117m2,
Andar alto
Varanda gourmet com churrasqueira
3 suítes
Móveis projetados
Lustres
Amplas sala de estar
Sala de jantar.
Cozinha
Suítes com móveis planejados 
Suítes principal com closet e varanda
3 vagas soltas
Condomínio com lazer completo!
Piscinas
Salão de festas
Salão de jogos
Quadra poliesportiva
Deck com churrasqueira
Espaço fitness
e muito mais....

Verificar valores de condominio e IPTU
Como podemos melhor lhe ajudar? Entre em contato conosco!",1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1199000,117,3,3,3,10247.863247863248,"Rua Ministro Joaquim Bastos, Fátima, Fortaleza - CE","Rua Ministro Joaquim Bastos, Fátima, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60411-280, Brasil"
Apartamentos,Venda - apartamento padrão,60192260,Fortaleza,Cocó,Rua César Fonseca - de 271/272 ao fim,"Código do anúncio: d6ca38

O apartamento no bairro Cocó possui 99 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros
Dependência 
Todo no porcelanato 
Todos os registros e sanitários Deca 
Instalação elétrica 100% nova
05 ar condicionados, 02 de 12.000 Btus na sala, os outros 03 de 9.000 em cada quarto. 
Forno Brastemp a gás com grill elétrico 
Cooktop, coifa, geladeira Brastemp inversa, microondas Eletrolux
Tv 50 Samsung, projetor com tela na sala
Mesa com pé em mármore com madeira e vidro de 12 mm com 06 cadeiras pé palito
Sofá moderno, duas camas casal Ortobom
E etc...
Possui espaço para festas.
Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.Já tem os móveis incluídos.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,350000,99,3,3,0,3535.3535353535353,"Rua César Fonseca - de 271/272 ao fim, Cocó, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60192160,Fortaleza,Cocó,Rua Henriqueta Galeno - de 801/802 ao fim,"Código do anúncio: AP0137

Ed. Jardim de Bragança - Cocó - Fortaleza/CE

Apartamento localizado no Cocó, com área de 91m², sendo 3 quartos, 1 suíte, sala para 2 ambientes, lavabo, varanda, cozinha, dependência completa e duas vagas de garagem.

Andar alto que te possibilita desfrutar de uma belíssima vista do Parque do Cocó.

Vem conferir. Liga ou manda Whatsapp no 85 98131.3133.

Select Broker
Creci: 6916 -",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,460000,91,3,2,2,5054.945054945055,"Rua Henriqueta Galeno - de 801/802 ao fim, Cocó, Fortaleza - CE",
Casas,Venda - casa em rua pública,60442132,Fortaleza,Bela Vista,Rua Mário de Andrade - até 1589/1590,"Código do anúncio: CA0054

Casa dúplex na Bela Vista à 150 metros da av. Humberto Monte. -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,230000,85,2,2,1,2705.8823529411766,"Rua Mário de Andrade - até 1589/1590, Bela Vista, Fortaleza - CE",
